observed_ts,route_id,stop_id,stop_name,headway_sec,predicted_headway_sec,residual,online_model_score,baseline_zscore,baseline_ewma,baseline_threshold,label,incident_id,reason_labels
2026-02-05T11:25:00+00:00,A,A15N,125 St,264.0,84.0,180.0,0.4466015625201692,0.2,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:25:00+00:00,A,A27N,59 St - Columbus Circle,234.0,63.59139777930665,170.40860222069335,0.40843575086748674,0.2,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:25:00+00:00,F,F09N,Jay St - MetroTech,284.0,94.6296314257205,189.3703685742795,0.38692301104662624,0.2,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:25:00+00:00,F,F20N,Bergen St,324.0,136.7388672121189,187.2611327878811,0.34623815257413826,0.2,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:30:00+00:00,7,705N,74 St - Broadway,224.0,173.99072529307549,50.009274706924515,0.08209676110085962,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump"", ""headway jump vs previous train""]"
2026-02-05T11:30:00+00:00,7,726N,Queensboro Plaza,204.0,95.20509153837038,108.79490846162962,0.18212445321428064,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump"", ""headway jump vs previous train""]"
2026-02-05T11:30:00+00:00,A,A15N,125 St,224.0,123.91716809885914,100.08283190114086,0.16016311521225596,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump"", ""headway jump vs previous train""]"
2026-02-05T11:30:00+00:00,A,A27N,59 St - Columbus Circle,194.0,105.45418327333138,88.54581672666862,0.1495368827248162,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump"", ""headway jump vs previous train""]"
2026-02-05T11:30:00+00:00,F,F09N,Jay St - MetroTech,244.0,146.0477138039166,97.9522861960834,0.15044228991429792,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:30:00+00:00,F,F20N,Bergen St,284.0,177.82327872121027,106.17672127878973,0.1527923519910323,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:35:00+00:00,7,705N,74 St - Broadway,232.0,102.24115837616567,129.75884162383431,0.20213221817921853,0.0,0.0,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T11:35:00+00:00,7,726N,Queensboro Plaza,212.0,81.67653619305851,130.3234638069415,0.20709738188026638,0.0,0.0,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T11:35:00+00:00,A,A15N,125 St,232.0,111.05836246893163,120.94163753106837,0.18276526404290702,0.0,0.0,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T11:35:00+00:00,A,A27N,59 St - Columbus Circle,202.0,89.91601609647837,112.08398390352163,0.17916080808695112,0.0,0.0,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T11:35:00+00:00,F,F09N,Jay St - MetroTech,252.0,134.71913958765782,117.28086041234218,0.16846209982795804,0.0,0.0,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T11:35:00+00:00,F,F20N,Bergen St,292.0,163.39670364177428,128.60329635822572,0.17140832653654287,0.0,0.0,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T11:40:00+00:00,7,705N,74 St - Broadway,240.0,82.09475242885276,157.90524757114724,0.23417779391532723,0.0,0.0,0.0,0,,[]
2026-02-05T11:40:00+00:00,7,726N,Queensboro Plaza,220.0,61.78899077196998,158.21100922803004,0.2396202571313713,0.0,0.0,0.0,0,,[]
2026-02-05T11:40:00+00:00,A,A15N,125 St,240.0,89.46458196315497,150.53541803684504,0.21636848668776226,0.0,0.0,0.0,0,,[]
2026-02-05T11:40:00+00:00,A,A27N,59 St - Columbus Circle,210.0,71.72683169813016,138.27316830186984,0.21113803649149565,0.0,0.0,0.0,0,,[]
2026-02-05T11:40:00+00:00,F,F09N,Jay St - MetroTech,260.0,110.88934146233201,149.11065853766797,0.20262026224080298,0.0,0.0,0.0,0,,[]
2026-02-05T11:40:00+00:00,F,F20N,Bergen St,300.0,131.74287182415395,168.25712817584605,0.20966648596868123,0.0,0.0,0.0,0,,[]
2026-02-05T11:45:00+00:00,7,705N,74 St - Broadway,248.0,71.16568668397058,176.8343133160294,0.25010533990543415,0.03333333333333333,0.0,0.0,0,,[]
2026-02-05T11:45:00+00:00,7,726N,Queensboro Plaza,228.0,54.1711067634468,173.8288932365532,0.2534694797830032,0.03333333333333333,0.0,0.0,0,,[]
2026-02-05T11:45:00+00:00,A,A15N,125 St,320.0,-52.09101640065053,372.0910164006505,0.8975468975468975,0.6333333333333333,0.3792720570856482,0.0,0,signal-delay-midtown,"[""station baseline deviation"", ""rolling z-score jump"", ""service alert context""]"
2026-02-05T11:45:00+00:00,A,A27N,59 St - Columbus Circle,218.0,71.75078957186606,146.24921042813395,0.2103907561791683,0.03333333333333333,0.0,0.0,0,,[]
2026-02-05T11:45:00+00:00,F,F09N,Jay St - MetroTech,268.0,110.78537731934045,157.21462268065955,0.2012334139531029,0.03333333333333333,0.0,0.0,0,,[]
2026-02-05T11:45:00+00:00,F,F20N,Bergen St,308.0,132.83371895195515,175.16628104804485,0.20613756681036907,0.03333333333333333,0.0,0.0,0,,[]
2026-02-05T11:50:00+00:00,7,705N,74 St - Broadway,256.0,94.55765318666165,161.44234681333836,0.2344954032624181,0.1,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:50:00+00:00,7,726N,Queensboro Plaza,236.0,74.32865379575924,161.67134620424076,0.2440746212940433,0.1,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:50:00+00:00,A,A15N,125 St,410.0,408.28795480854194,1.71204519145806,1.0,1.0,0.7607526604533379,0.0,0,signal-delay-midtown,"[""station baseline deviation"", ""rolling z-score jump"", ""service alert context""]"
2026-02-05T11:50:00+00:00,A,A27N,59 St - Columbus Circle,226.0,73.48008075160512,152.5199192483949,0.24427933354960388,0.1,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:50:00+00:00,F,F09N,Jay St - MetroTech,276.0,115.32610226851523,160.67389773148477,0.2264088022693388,0.1,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:50:00+00:00,F,F20N,Bergen St,316.0,139.62618275665957,176.37381724334043,0.25369490292511376,0.1,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:55:00+00:00,7,705N,74 St - Broadway,264.0,102.96613675294927,161.03386324705073,0.26926406926406926,0.16666666666666666,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:55:00+00:00,7,726N,Queensboro Plaza,244.0,79.53681032355304,164.46318967644697,0.27689473950975113,0.16666666666666666,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:55:00+00:00,A,A15N,125 St,520.0,546.9755266164923,-26.97552661649229,1.0,0.8298010057570923,0.6167656910787527,0.31746031746031744,1,signal-delay-midtown,"[""station baseline deviation"", ""rolling z-score jump"", ""service alert context""]"
2026-02-05T11:55:00+00:00,A,A27N,59 St - Columbus Circle,234.0,70.79462440948352,163.2053755905165,0.2814821665520368,0.16666666666666666,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:55:00+00:00,F,F09N,Jay St - MetroTech,284.0,122.93357468555598,161.06642531444402,0.26926406926406926,0.16666666666666666,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T11:55:00+00:00,F,F20N,Bergen St,324.0,154.9421508349311,169.0578491650689,0.26926406926406926,0.16666666666666666,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:00:00+00:00,7,705N,74 St - Broadway,267.2,107.04079913036234,160.15920086963763,0.2602886002886002,0.19333333333333325,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:00:00+00:00,7,726N,Queensboro Plaza,243.6,100.77792959370007,142.82207040629993,0.21989898989898982,0.16333333333333327,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:00:00+00:00,A,A15N,125 St,780.0,784.8658994787975,-4.865899478797473,1.0,0.9536376697972293,0.8514367143938004,1.0,1,signal-delay-midtown,"[""station baseline deviation"", ""rolling z-score jump"", ""headway jump vs previous train""]"
2026-02-05T12:00:00+00:00,A,A27N,59 St - Columbus Circle,231.8,90.68894354340082,141.1110564565992,0.19970418470418483,0.14833333333333343,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:00:00+00:00,F,F09N,Jay St - MetroTech,290.8,168.17261241246942,122.62738758753059,0.3006782106782109,0.22333333333333344,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:00:00+00:00,F,F20N,Bergen St,338.0,220.1302678709546,117.86973212904539,0.38145743145743144,0.2833333333333333,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:05:00+00:00,7,705N,74 St - Broadway,275.2,156.7751855242407,118.42481447575929,0.3051659451659451,0.19999999999999976,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:05:00+00:00,7,726N,Queensboro Plaza,251.6,120.04516825302946,131.55483174697054,0.26477633477633467,0.175,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:05:00+00:00,A,A15N,125 St,860.0,905.142196730236,-45.14219673023604,0.9991270101739416,0.5311399346290777,0.39302327047781166,0.812174509620482,1,signal-delay-midtown,"[""station baseline deviation"", ""rolling z-score jump"", ""service alert context""]"
2026-02-05T12:05:00+00:00,A,A27N,59 St - Columbus Circle,239.8,101.18670473930142,138.61329526069858,0.2445815295815297,0.16250000000000023,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:05:00+00:00,F,F09N,Jay St - MetroTech,298.8,192.04263031594655,106.75736968405346,0.34555555555555567,0.225,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:05:00+00:00,F,F20N,Bergen St,346.0,253.30688062214972,92.69311937785028,0.42633477633477634,0.275,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:10:00+00:00,7,705N,74 St - Broadway,283.2,171.75081177532041,111.44918822467957,0.37956709956709944,0.20666666666666628,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:10:00+00:00,7,726N,Queensboro Plaza,259.6,127.78646121732149,131.81353878267853,0.33917748917748947,0.18666666666666717,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:10:00+00:00,A,A15N,125 St,735.0,928.3654362537625,-193.36543625376248,0.7774164515453847,0.21293056572196895,0.07253737518642117,0.0,1,signal-delay-midtown,"[""station baseline deviation"", ""service alert context"", ""rolling z-score jump""]"
2026-02-05T12:10:00+00:00,A,A27N,59 St - Columbus Circle,247.8,120.18797739394972,127.61202260605029,0.31898268398268415,0.1766666666666668,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:10:00+00:00,F,F09N,Jay St - MetroTech,306.8,196.5435622937472,110.25643770625283,0.4199567099567101,0.22666666666666704,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:10:00+00:00,F,F20N,Bergen St,354.0,245.53671474891448,108.46328525108552,0.5007359307359307,0.26666666666666666,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:15:00+00:00,7,705N,74 St - Broadway,291.2,181.2842409682245,109.91575903177548,0.4539682539682539,0.21333333333333304,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:15:00+00:00,7,726N,Queensboro Plaza,267.6,146.1201475577018,121.47985244229821,0.4135786435786438,0.1983333333333332,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:15:00+00:00,A,A15N,125 St,510.0,538.094504756356,-28.094504756355946,0.6893837211250147,0.0,0.1887747683269431,0.0,1,signal-delay-midtown,"[""station baseline deviation"", ""service alert context"", ""headway jump vs previous train""]"
2026-02-05T12:15:00+00:00,A,A27N,59 St - Columbus Circle,255.8,127.75756003589694,128.04243996410307,0.3933838383838385,0.1908333333333336,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:15:00+00:00,F,F09N,Jay St - MetroTech,314.8,214.7675462311525,100.03245376884752,0.493698885185611,0.2283333333333336,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:15:00+00:00,F,F20N,Bergen St,362.0,271.642649083076,90.35735091692402,0.550202240507584,0.25833333333333336,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:20:00+00:00,7,705N,74 St - Broadway,299.2,184.59071919472052,114.60928080527947,0.4848912163105711,0.2199999999999998,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:20:00+00:00,7,726N,Queensboro Plaza,275.6,138.4067175382255,137.19328246177452,0.45623640127987974,0.21000000000000013,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:20:00+00:00,A,A15N,125 St,410.0,620.0642075507542,-210.0642075507542,0.6343223277551636,0.0,0.27424343309674265,0.0,0,signal-delay-midtown,"[""station baseline deviation"", ""rolling z-score jump"", ""service alert context""]"
2026-02-05T12:20:00+00:00,A,A27N,59 St - Columbus Circle,263.8,128.40718475748068,135.39281524251933,0.4424834054834056,0.20500000000000043,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:20:00+00:00,F,F09N,Jay St - MetroTech,322.8,217.9493427530902,104.8506572469098,0.5139134199134201,0.23000000000000018,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:20:00+00:00,F,F20N,Bergen St,370.0,271.0860216096596,98.91397839034039,0.571081391015166,0.25,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:25:00+00:00,7,705N,74 St - Broadway,307.2,201.45980910166315,105.74019089833683,0.5074502164502164,0.2266666666666661,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:25:00+00:00,7,726N,Queensboro Plaza,283.6,165.38335414057138,118.21664585942864,0.47863973063973086,0.22166666666666685,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:25:00+00:00,A,A15N,125 St,330.0,467.3949482602198,-137.3949482602198,0.3653571428571429,0.0,0.28964896904290205,0.0,0,signal-delay-midtown,"[""rolling z-score jump"", ""station baseline deviation"", ""service alert context""]"
2026-02-05T12:25:00+00:00,A,A27N,59 St - Columbus Circle,271.8,149.28744518471532,122.51255481528469,0.46676583569687036,0.21916666666666676,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:25:00+00:00,F,F09N,Jay St - MetroTech,330.8,227.63724084239334,103.16275915760667,0.5365617519735169,0.23166666666666724,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:25:00+00:00,F,F20N,Bergen St,378.0,288.9299740878353,89.07002591216468,0.5939826839826841,0.24166666666666667,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:30:00+00:00,7,705N,74 St - Broadway,267.2,132.96663119521764,134.23336880478234,0.13973897586694473,0.0,0.0,0.0,0,,"[""rolling z-score jump"", ""station baseline deviation""]"
2026-02-05T12:30:00+00:00,7,726N,Queensboro Plaza,243.6,98.26969110824504,145.33030889175495,0.17987936750554295,0.0,0.0,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T12:30:00+00:00,A,A15N,125 St,280.0,439.68881110281484,-159.68881110281484,0.16794044681069115,0.0,0.24934735733297023,0.0,0,signal-delay-midtown,"[""rolling z-score jump"", ""service alert context"", ""headway jump vs previous train""]"
2026-02-05T12:30:00+00:00,A,A27N,59 St - Columbus Circle,231.8,77.15593840898563,154.64406159101438,0.2156960888954156,0.0,0.0,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T12:30:00+00:00,F,F09N,Jay St - MetroTech,290.8,166.8816298559157,123.91837014408432,0.11772469534319263,0.0,0.0,0.0,0,,"[""rolling z-score jump"", ""station baseline deviation""]"
2026-02-05T12:30:00+00:00,F,F20N,Bergen St,340.0,221.73491871153584,118.26508128846416,0.19749031073638407,0.0,0.0,0.0,0,brooklyn-merge-bunching,"[""service alert context"", ""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:35:00+00:00,7,705N,74 St - Broadway,275.2,174.28226376868642,100.91773623131357,0.16570418470418463,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:35:00+00:00,7,726N,Queensboro Plaza,251.6,143.70956043210776,107.89043956789223,0.14009235209235202,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:35:00+00:00,A,A15N,125 St,275.2,331.4195421208344,-56.21954212083443,0.017270643339520338,0.0,0.15913077706504755,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T12:35:00+00:00,A,A27N,59 St - Columbus Circle,239.8,119.59738919448803,120.20261080551198,0.12468890879235717,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:35:00+00:00,F,F09N,Jay St - MetroTech,298.8,210.19530186072313,88.60469813927688,0.1908644427467958,0.0,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:35:00+00:00,F,F20N,Bergen St,390.0,332.04422407290394,57.955775927096056,0.674978354978355,0.26388888888888906,0.037536571712175996,0.0,0,brooklyn-merge-bunching,"[""station baseline deviation"", ""rolling z-score jump"", ""service alert context""]"
2026-02-05T12:40:00+00:00,7,705N,74 St - Broadway,283.2,194.82909061280165,88.37090938719834,0.21302695154308054,0.0,0.0,0.0,0,,"[""station baseline deviation""]"
2026-02-05T12:40:00+00:00,7,726N,Queensboro Plaza,259.6,155.5874888995253,104.01251110047471,0.19045115753811417,0.0,0.0,0.0,0,,"[""station baseline deviation""]"
2026-02-05T12:40:00+00:00,A,A15N,125 St,283.2,354.8115798141031,-71.6115798141031,0.03576135872439001,0.0,0.08277718280213985,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T12:40:00+00:00,A,A27N,59 St - Columbus Circle,247.8,126.25925140195542,121.54074859804459,0.1813383838383839,0.0,0.0,0.0,0,,"[""station baseline deviation""]"
2026-02-05T12:40:00+00:00,F,F09N,Jay St - MetroTech,306.8,225.31881797220706,81.48118202779295,0.2367705627705629,0.0,0.0,0.0,0,,"[""station baseline deviation""]"
2026-02-05T12:40:00+00:00,F,F20N,Bergen St,430.0,370.9164562106169,59.0835437893831,0.8396969696969697,0.536111111111111,0.24291729013143257,0.0,1,brooklyn-merge-bunching,"[""station baseline deviation"", ""rolling z-score jump"", ""service alert context""]"
2026-02-05T12:45:00+00:00,7,705N,74 St - Broadway,291.2,210.59068619934652,80.60931380065347,0.2621760461760461,0.03333333333333333,0.0,0.0,0,,"[""station baseline deviation""]"
2026-02-05T12:45:00+00:00,7,726N,Queensboro Plaza,267.6,169.60579344965743,97.9942065503426,0.2385569985569989,0.033333333333333805,0.0,0.0,0,,"[""station baseline deviation""]"
2026-02-05T12:45:00+00:00,A,A15N,125 St,291.2,286.11184629873094,5.08815370126905,0.05166666666666661,0.0,0.023644189560028023,0.0,0,,"[""rolling z-score jump""]"
2026-02-05T12:45:00+00:00,A,A27N,59 St - Columbus Circle,255.8,136.25264668912604,119.54735331087397,0.23855699855699858,0.03333333333333357,0.0,0.0,0,,"[""station baseline deviation""]"
2026-02-05T12:45:00+00:00,F,F09N,Jay St - MetroTech,314.8,254.9055178379609,59.89448216203911,0.2884757307589167,0.03333333333333333,0.0,0.0,0,,"[""station baseline deviation""]"
2026-02-05T12:45:00+00:00,F,F20N,Bergen St,690.0,736.1006819421326,-46.10068194213261,1.0,1.0,1.0,0.2892416225749559,1,brooklyn-merge-bunching,"[""station baseline deviation"", ""rolling z-score jump"", ""headway jump vs previous train""]"
2026-02-05T12:50:00+00:00,7,705N,74 St - Broadway,299.2,223.80488228017845,75.39511771982154,0.3365772005772005,0.1,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:50:00+00:00,7,726N,Queensboro Plaza,275.6,181.6127524564918,93.98724754350823,0.31295815295815316,0.10000000000000048,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
2026-02-05T12:50:00+00:00,A,A15N,125 St,299.2,299.50106641464276,-0.3010664146427757,0.07953352769679285,0.0,0.0,0.0,0,,"[""station baseline deviation""]"
2026-02-05T12:50:00+00:00,A,A27N,59 St - Columbus Circle,263.8,147.39467919003334,116.40532080996667,0.312958152958153,0.10000000000000024,0.0,0.0,0,,"[""station baseline deviation"", ""rolling z-score jump""]"
